"TOA5","CR3000_Estac","CR3000","4133","CR3000.Std.10","CPU:Betania_25_03.CR3","5021","Baixa"
"TIMESTAMP","RECORD","batt_volt_Min","PTemp","NRLite_Avg","CM3Up_Avg","CM3Dn_Avg","CG3UpCorr_Avg","CG3DnCorr_Avg","CNR1TC_Avg","CMA11Up_Avg","CMA11Dn_Avg","LI190S_Avg","VW_Avg","HFP01_Avg","STP01_50cm_Avg","STP01_20cm_Avg","STP01_10cm_Avg","STP01_5cm_Avg","STP01_2cm_Avg","CS106_Avg","HMP45C_Temp_Avg","HMP45C_RH_Avg","WindSpeed","WindDirection","TB4_Tot"
"TS","RN","","","W/m2","W/m2","W/m2","W/m2","W/m2","deg_C","W/m2","W/m2","umol/mol","%","W/m2","deg_C","deg_C","deg_C","deg_C","deg_C","hPa","dec_C","%","m/s","Deg","mm"
"","","Min","Smp","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","WVc:Averaged_Value","WVc:Averaged_Value","Tot"
"2011-04-04 22:50:00",50769,12.36,26.43,-20.95341,0,1.13182,435.8142,460.9683,27.65413,0,0.3396925,0.1729669,0.2901286,-8.675579,28.38204,28.56824,28.32862,28.10354,27.86873,1007.854,26.77284,81.83852,0.6110306,66.81496,0
"2011-04-04 23:00:00",50770,12.36,26.41,-21.71965,0,1.13063,435.4123,460.876,27.62269,0,0.3592947,0.1589608,0.2900259,-8.540026,28.38482,28.54926,28.30324,28.08177,27.84852,1007.997,26.73951,82.06561,0.6472902,63.40688,0
"2011-04-04 23:10:00",50771,12.36,26.38,-18.0762,0,1.049591,439.3283,460.8953,27.60046,0,0.3393708,0.1582611,0.2899404,-8.435591,28.38744,28.53376,28.27947,28.05634,27.83023,1008.019,26.67987,82.53305,0.4573343,83.34801,0
"2011-04-04 23:20:00",50772,12.36,26.34,-16.94049,0.002767278,0.8898782,440.3278,460.6922,27.57413,0,0.2699536,0.1379531,0.2898541,-8.249905,28.39084,28.51813,28.2597,28.04012,27.82755,1007.911,26.53888,83.31358,0.4297311,113.6071,0
"2011-04-04 23:30:00",50773,12.35,26.27,-17.7225,0,0.9590647,439.781,460.2372,27.45414,0,0.2738114,0.1393541,0.2897784,-8.007827,28.39267,28.50033,28.23766,28.02774,27.82041,1007.855,26.32414,84.01889,0.0927732,63.68538,0
"2011-04-04 23:40:00",50774,12.35,26.21,-17.00275,0.002767293,1.012435,440.3351,460.1272,27.3905,0,0.3586546,0.1414552,0.289709,-7.791413,28.39405,28.48421,28.22178,28.01529,27.80767,1007.836,26.36904,83.19902,0.1592498,60.1961,0
"2011-04-04 23:50:00",50775,12.35,26.15,-17.21604,0.004348615,1.056316,439.8971,460.0372,27.34769,0,0.4126454,0.1316512,0.2897097,-7.673462,28.39656,28.46889,28.20656,28.00233,27.79449,1007.743,26.4279,82.63493,0.185873,50.63338,0
"2011-04-05 00:00:00",50776,12.35,26.12,-19.41604,0.03953304,1.46628,437.5088,460.1008,27.41827,0,0.5434489,0.1638649,0.2896773,-7.60004,28.39808,28.45381,28.19329,27.99028,27.77384,1007.71,26.65225,81.05853,0.4475346,54.80628,0
"2011-04-05 00:10:00",50777,12.33,26.08,-17.01766,0,0.5645306,438.2596,458.6144,27.28535,0,0.2162864,0.1386545,0.2895437,-7.694047,28.40042,28.44082,28.1781,27.97009,27.75426,1007.589,26.32331,83.71057,0.01568,61.50614,0
"2011-04-05 00:20:00",50778,12.34,26.03,-17.15583,0.1913395,1.469044,440.7751,460.3155,27.31311,0,0.5116311,0.1568618,0.2894193,-7.720724,28.40196,28.42646,28.16292,27.95171,27.73668,1007.542,26.35625,82.88521,0.6273642,63.8918,0
"2011-04-05 00:30:00",50779,12.33,26.05,-17.16307,0.07590348,1.395125,440.2383,460.7037,27.5017,0,0.4695333,0.1561623,0.2893375,-7.785128,28.40307,28.41439,28.14656,27.93671,27.72006,1007.562,26.73016,80.43689,0.6866543,74.93038,0
"2011-04-05 00:40:00",50780,12.33,26.09,-12.25996,0.03439429,1.036175,447.1508,461.443,27.60224,0,0.3364865,0.1547635,0.2893058,-7.908836,28.4038,28.40097,28.13046,27.91641,27.70673,1007.511,26.71923,80.62141,0.7096841,79.52824,0
"2011-04-05 00:50:00",50781,12.31,26.12,-11.92432,0.003953372,0.5052371,446.2969,460.9484,27.55285,0,0.1510487,0.1820736,0.2892131,-7.843991,28.40589,28.39257,28.11582,27.90743,27.71212,1007.336,26.57143,82.12167,0.00049,87.78022,0
"2011-04-05 01:00:00",50782,12.32,26.11,-10.21239,0.0284635,0.5427846,449.0565,461.1526,27.45263,0,0.1513676,0.1498586,0.2891375,-7.490032,28.4071,28.38327,28.09976,27.90074,27.71565,1007.25,26.26439,84.18759,0.1238065,106.5973,0
"2011-04-05 01:10:00",50783,12.31,26.09,-6.287426,0.08064742,0.5613679,454.641,462.1866,27.45904,0.0009339387,0.2150008,0.140055,0.2888798,-7.129734,28.4074,28.376,28.09025,27.89766,27.72416,1007.209,26.30377,84.38616,0.4790561,88.20477,0
"2011-04-05 01:20:00",50784,12.32,26.11,-44.36886,0.3095405,1.980986,454.7448,461.4448,27.42563,0.002490464,0.3901488,0.1673649,0.288533,-6.908385,28.40814,28.36398,28.081,27.89759,27.72728,1007.126,26.55537,80.81532,1.173386,82.22834,0
"2011-04-05 01:30:00",50785,12.31,26.05,-47.72917,0,3.318385,449.386,459.6334,26.77058,0,0.7247015,0.143556,0.2884618,-7.16504,28.40779,28.34871,28.06837,27.89008,27.71193,1007.132,26.3603,83.2498,0.6664,75.35864,0
"2011-04-05 01:40:00",50786,12.31,25.97,-52.3565,0,3.454786,450.1015,459.0169,26.54032,0,0.7401302,0.1414558,0.2883921,-7.333129,28.4086,28.33761,28.05898,27.8767,27.6844,1007.184,26.2351,83.92613,0.93051,74.05526,0
"2011-04-05 01:50:00",50787,12.31,25.88,-44.62574,0,3.531477,452.3027,458.2361,26.30692,0,0.7799804,0.1351532,0.2883452,-7.511484,28.4086,28.32651,28.04465,27.85684,27.65286,1007.089,26.01665,85.26562,0.8589696,65.32104,0.2
"2011-04-05 02:00:00",50788,12.3,25.76,-40.5657,0,3.532279,451.1311,456.6876,26.04706,0,0.9159253,0.1323525,0.2883939,-7.740601,28.40885,28.31521,28.03098,27.82972,27.61395,1007.044,25.77737,86.89745,1.07065,79.53777,0
"2011-04-05 02:10:00",50789,12.3,25.62,-36.4344,0,3.393924,450.7184,456.3709,25.93801,0,0.9348896,0.1379552,0.2883147,-8.026982,28.40901,28.30167,28.01476,27.80172,27.57803,1007.026,25.6119,88.05784,0.9935562,77.6056,0
"2011-04-05 02:20:00",50790,12.3,25.5,-40.473,0.0790669,3.235398,450.5942,456.3058,25.92922,0,0.8111594,0.1358543,0.288225,-8.277887,28.40837,28.28873,27.99464,27.77766,27.55068,1006.931,25.52075,88.37051,1.235615,81.83555,0
"2011-04-05 02:30:00",50791,12.29,25.42,-23.03366,0.3403839,2.972529,449.8687,456.2904,25.93699,0,0.731464,0.1547634,0.2881321,-8.509575,28.40794,28.27612,27.97747,27.75673,27.53569,1006.827,25.47051,88.65952,1.182534,88.2584,0
"2011-04-05 02:40:00",50792,12.29,25.37,-15.59397,0.509982,2.919153,447.4063,456.0602,25.91833,0.000311315,0.6745784,0.1428582,0.2880536,-8.607628,28.40837,28.26473,27.96062,27.74082,27.52532,1006.754,25.43826,88.79676,0.978367,80.42309,0
"2011-04-05 02:50:00",50793,12.28,25.33,-18.60906,0.1336234,2.547147,443.0631,455.45,25.88392,0,0.6533683,0.1449594,0.2879625,-8.664687,28.40785,28.25383,27.94419,27.72425,27.50426,1006.813,25.42862,88.97065,0.4238501,93.39644,0
"2011-04-05 03:00:00",50794,12.28,25.28,-16.04774,0.3245694,2.468473,441.5155,455.2216,25.84073,0,0.6395484,0.1547632,0.2877556,-8.562383,28.40774,28.24106,27.9298,27.70664,27.48533,1006.749,25.31965,89.1489,0.4013106,88.29555,0
"2011-04-05 03:10:00",50795,12.27,25.24,-10.69157,0.2874109,1.543796,447.1773,455.7899,25.83017,0,0.4962164,0.1568653,0.2875731,-8.445165,28.40693,28.22767,27.91482,27.69217,27.48086,1006.737,25.24681,89.86633,0.1069832,163.0889,0
"2011-04-05 03:20:00",50796,12.27,25.2,-25.248,0.08262578,2.020962,449.0615,456.3252,25.80997,0,0.5347807,0.132355,0.2874795,-8.097321,28.40642,28.21852,27.90209,27.68567,27.48492,1006.731,25.04256,90.56316,0.6678699,96.60847,0
"2011-04-05 03:30:00",50797,12.28,25.13,-30.87674,0,2.994285,445.9836,455.3037,25.72323,0,0.9008361,0.1393576,0.2874069,-7.900886,28.4062,28.20597,27.89169,27.67968,27.48313,1006.645,25.2498,88.57133,0.2814233,85.49038,0
"2011-04-05 03:40:00",50798,12.27,25.05,-25.09314,0,1.858088,440.3565,453.9322,25.62443,0,0.628947,0.1379573,0.2873369,-7.955465,28.4051,28.19555,27.88067,27.66956,27.4736,1006.599,25.11726,89.45264,0.03364666,213.385,0
